HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	MFE-2	DBP	SDR8C1	17beta-estradiol dehydrogenase type IV	peroxisomal multifunctional protein 2	17-beta-HSD IV	17-beta-hydroxysteroid dehydrogenase 4	D-bifunctional protein, peroxisomal	D-3-hydroxyacyl-CoA dehydratase	3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase	beta-keto-reductase	beta-hydroxyacyl dehydrogenase	short chain dehydrogenase/reductase family 8C, member 1		
HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	HSE	RODH	SDR9C6	oxidative 3-alpha-hydroxysteroid-dehydrogenase	3(alpha->beta)-hydroxysteroid epimerasel	retinol dehydrogenase	oxidoreductase	NAD+ -dependent 3 alpha-hydroxysteroid dehydrogenase	3-hydroxysteroid epimerase	short chain dehydrogenase/reductase family 9C, member 6					
HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	PRAP	SDR37C1	short chain dehydrogenase/reductase family 37C, member 1												
HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2	HSD17B7	bA291L22.1													
HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	FABGL	HKE6	D6S2245E	RING2	KE6	H2-KE6	SDR30C1	short chain dehydrogenase/reductase family 30C, member 1							
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HADH2	MRXS10	ERAB	MHBD	17b-HSD10	ABAD	SDR5C1	MRPP2	CAMR	type 10 17b-HSD	type 10 17beta-hydroxysteroid dehydrogenase	AB-binding alcohol dehydrogenase	short chain dehydrogenase/reductase family 5C, member 1	mitochondrial RNase P subunit 2	
HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	DHRS8	RetSDR2	17-BETA-HSD11	17-BETA-HSDXI	PAN1B	SDR16C2	retinal short-chain dehydrogenase/reductase 2	short chain dehydrogenase/reductase family 16C, member 2							
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	KAR	SDR12C1	3-ketoacyl-CoA reductase	short chain dehydrogenase/reductase family 12C, member 1											
HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	DHRS10	retSDR3	SDR47C1	retinal short-chain dehydrogenase/reductase 3	short chain dehydrogenase/reductase family 47C, member 1										
HTATIP2	HIV-1 Tat interactive protein 2	TIP30	CC3	FLJ26963	SDR44U1	Tat-interacting protein (30kD)	short chain dehydrogenase/reductase family 44U, member 1									
HYAL3	hyaluronidase 3	LUCA-3	LUCA14	Minna14												
HYKK	hydroxylysine kinase	AGPHD1	LOC123688	5-hydroxylysine kinase												
IDH1	isocitrate dehydrogenase (NADP(+)) 1															
IDH2	isocitrate dehydrogenase (NADP(+)) 2															
IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	H-IDH alpha	isocitric dehydrogenase	isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	NAD+-specific ICDH	NAD(H)-specific isocitrate dehydrogenase alpha subunit	isocitrate dehydrogenase (NAD+) alpha chain									
IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	RP46														
IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma															
IDI1	isopentenyl-diphosphate delta isomerase 1	IPP isomerase														
IDI2	isopentenyl-diphosphate delta isomerase 2	IPPI2														
IDO1	indoleamine 2,3-dioxygenase 1	IDO	INDO													
IDO2	indoleamine 2,3-dioxygenase 2	INDOL1														
IDS	iduronate 2-sulfatase	SIDS	ID2S	Hunter syndrome												
IDUA	alpha-L-iduronidase	MPS1	MPSI	mucopolysaccharidosis type I												
IL4I1	interleukin 4 induced 1	FIG1														
IMPA1	inositol monophosphatase 1	IMPA	myo-inositol monophosphatase 1													
IMPA2	inositol monophosphatase 2	myo-inositol monophosphatase 2														
IMPDH1	inosine monophosphate dehydrogenase 1	RP10	sWSS2608	LCA11												
IMPDH2	inosine monophosphate dehydrogenase 2															
INPP1	inositol polyphosphate-1-phosphatase															
INPP4A	inositol polyphosphate-4-phosphatase type I A	INPP4	Type I inositol 3,4-bisphosphate 4-phosphatase													
INPP4B	inositol polyphosphate-4-phosphatase type II B															
INPP5A	inositol polyphosphate-5-phosphatase A	5PTASE	CTCL tumor antigen HD-CL-02	43 kDa inositol polyphosphate 5-phophatase	inositol polyphosphate 5-phophatase, 40kDa	InsP3 5-phosphatase	type I inositol-1,4,5-trisphosphate 5-phosphatase									
INPP5B	inositol polyphosphate-5-phosphatase B	type II inositol 1,4,5-trisphosphate 5-phosphatase														
INPP5D	inositol polyphosphate-5-phosphatase D	SHIP	hp51CN	SHIP1	SH2 domain-containing inositol 5'-phosphatase 1											
INPP5E	inositol polyphosphate-5-phosphatase E	JBTS1	PPI5PIV	CORS1	pharbin											
INPP5F	inositol polyphosphate-5-phosphatase F	SAC2	KIAA0966	hSac2												
INPP5J	inositol polyphosphate-5-phosphatase J	PIB5PA	INPP5	PIPP												
INPPL1	inositol polyphosphate phosphatase like 1	SHIP2	51C protein	SH2 domain-containing inositol 5'-phosphatase 2	phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2											
IP6K1	inositol hexakisphosphate kinase 1	IHPK1	KIAA0263													
IP6K2	inositol hexakisphosphate kinase 2	IHPK2														
IP6K3	inositol hexakisphosphate kinase 3	IHPK3	INSP6K3													
IREB2	iron responsive element binding protein 2	IRP2														
ISYNA1	inositol-3-phosphate synthase 1	Ino1	INOS	IPS	myo-inositol 1-phosphate synthase											
ITPA	inosine triphosphatase	C20orf37	HLC14-06-P	dJ794I6.3	nucleoside-triphosphate diphosphatase											
ITPK1	inositol-tetrakisphosphate 1-kinase															
ITPKA	inositol-trisphosphate 3-kinase A	IP3KA	IP3-3KA													
ITPKB	inositol-trisphosphate 3-kinase B	IP3KB	IP3-3KB													
ITPKC	inositol-trisphosphate 3-kinase C	IP3KC	IP3-3KC													
IVD	isovaleryl-CoA dehydrogenase	ACAD2														
JKAMP	JNK1/MAPK8 associated membrane protein	C14orf100	HSPC213	JAMP	HSPC327	CDA06	Jun N-terminal kinase 1-associated membrane protein									
KCNJ8	potassium inwardly rectifying channel subfamily J member 8	Kir6.1														
KCNJ11	potassium inwardly rectifying channel subfamily J member 11	Kir6.2	BIR	ATP-sensitive inward rectifier potassium channel 11	beta-cell inward rectifier											
KDSR	3-ketodihydrosphingosine reductase	FVT1	DHSR	SDR35C1	3-dehydrosphinganine reductase	short chain dehydrogenase/reductase family 35C, member 1										
KHK	ketohexokinase	fructokinase														
KL	klotho															
KMO	kynurenine 3-monooxygenase	kynurenine 3-hydroxylase														
KMT2A	lysine methyltransferase 2A	MLL	TRX1	HRX	ALL-1	HTRX1	CXXC7	MLL1A	Histone-lysine N-methyltransferase 2A							
KMT2B	lysine methyltransferase 2B	KIAA0304	MLL2	TRX2	HRX2	WBP7	MLL1B	MLL4	CXXC10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) 4	Histone-lysine N-methyltransferase 2B					
KMT2C	lysine methyltransferase 2C	MLL3	KIAA1506	HALR	Histone-lysine N-methyltransferase 2C											
KMT2D	lysine methyltransferase 2D	TNRC21	MLL2	ALR	MLL4	CAGL114	histone-lysine N-methyltransferase 2D									
KMT2E	lysine methyltransferase 2E (inactive)	MLL5	HDCMC04P													
KMT5A	lysine methyltransferase 5A	SETD8	SET8	SET07	PR-Set7											
KMT5B	lysine methyltransferase 5B	SUV420H1	CGI-85													
KMT5C	lysine methyltransferase 5C	SUV420H2	MGC2705													
KYAT1	kynurenine aminotransferase 1	CCBL1	KATI	GTK	glutamine transaminase K	kynurenine aminotransferase I	Glutamine--phenylpyruvate transaminase									
KYNU	kynureninase	L-kynurenine hydrolase														
LALBA	lactalbumin alpha	LYZL7														
LAP3	leucine aminopeptidase 3	PEPS	LAPEP	LAP												
LBR	lamin B receptor	DHCR14B	TDRD18	tudor domain containing 18												
LCAT	lecithin-cholesterol acyltransferase	phosphatidylcholine--sterol O-acyltransferase														
LCLAT1	lysocardiolipin acyltransferase 1	LYCAT	FLJ37965	ALCAT1	AGPAT8											
LCT	lactase															
LDHA	lactate dehydrogenase A															
LDHAL6A	lactate dehydrogenase A like 6A	MGC23940	LDH6A													
LDHAL6B	lactate dehydrogenase A like 6B	LDHAL6	LDHL	LDH6B												
LDHB	lactate dehydrogenase B															
LDHC	lactate dehydrogenase C	CT32	cancer/testis antigen 32													
LDHD	lactate dehydrogenase D															
LGALS13	galectin 13	PP13	PLAC8													
LGSN	lengsin, lens protein with glutamine synthetase domain	GLULD1	LGS													
LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	HDHD2B														
LIPA	lipase A, lysosomal acid type	LAL	CESD	Wolman disease	lysosomal acid lipase	sterol esterase										
LIPC	lipase C, hepatic type	HL	HTGL	Triacylglycerol lipase												
LIPE	lipase E, hormone sensitive type	HSL														
LIPF	lipase F, gastric type	HGL	HLAL	gastric triacylglycerol lipase												
LIPG	lipase G, endothelial type	EDL														
LOXL2	lysyl oxidase like 2	WS9-14	LOR													
LPIN1	lipin 1	KIAA0188	phosphatidate phosphatase LPIN1													
LPIN2	lipin 2	KIAA0249														
LPIN3	lipin 3	LIPN3L	SMP2													
LPL	lipoprotein lipase	LIPD														
LPO	lactoperoxidase	SPO														
LRAT	lecithin retinol acyltransferase	LCA14	phosphatidylcholine--retinol O-acyltransferase													
LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	LRRC51	DFNB63	COMT2	CFAP111	LRTOMT1	LRTOMT2									
LSS	lanosterol synthase	OSC	Oxidosqualene-lanosterol cyclase													
LTA4H	leukotriene A4 hydrolase															
LTC4S	leukotriene C4 synthase	MGC33147														
LYZL1	lysozyme like 1	MGC33408	LYC2													
MAGEA2	MAGE family member A2	MAGE2	MAGEA2A	CT1.2	cancer/testis antigen family 1, member 2											
MAN2B1	mannosidase alpha class 2B member 1	MANB	LAMAN													
MANBA	mannosidase beta	beta-mannosidase A														
MANSC1	MANSC domain containing 1	FLJ10298	LOH12CR3													
MAOA	monoamine oxidase A															
MAOB	monoamine oxidase B															
MAT1A	methionine adenosyltransferase 1A	MAT	SAMS	MATA1	SAMS1	S-adenosylmethionine synthetase										
MAT2A	methionine adenosyltransferase 2A	SAMS2	MATA2	MATII												
MAT2B	methionine adenosyltransferase 2B	MATIIbeta	SDR23E1	short chain dehydrogenase/reductase family 23E, member 1												
MBOAT1	membrane bound O-acyltransferase domain containing 1	OACT1	MGC44669	dJ434O11.1	LPEAT1	lysophosphatidylethanolamine acyltransferase 1										
MBOAT2	membrane bound O-acyltransferase domain containing 2	OACT2	FLJ14415	FLJ90298												
MCCC1	methylcrotonoyl-CoA carboxylase 1	MCCA	methylcrotonoyl-CoA carboxylase alpha													
MCCC2	methylcrotonoyl-CoA carboxylase 2	MCCB	methylcrotonoyl-CoA carboxylase beta													
MCEE	methylmalonyl-CoA epimerase	GLOD2	MCE	glyoxalase domain containing 2	methylmalonyl CoA isomerase											
MDH1	malate dehydrogenase 1															
MDH1B	malate dehydrogenase 1B	FLJ25341	RP11-95H11													
MDH2	malate dehydrogenase 2															
MDP1	magnesium dependent phosphatase 1	MGC5987	FN6Pase	fructosamine-6-phosphatase												
ME1	malic enzyme 1	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	NADP-dependent malic enzyme													
ME2	malic enzyme 2	NAD-dependent malic enzyme, mitochondrial	malate dehydrogenase (oxaloacetate-decarboxylating)													
ME3	malic enzyme 3	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))														
MECR	mitochondrial trans-2-enoyl-CoA reductase	CGI-63	NRBF1	FASN2B	ETR1	nuclear receptor binding factor 1	mitochondrial 2-enoyl thioester reductase									
MGAM	maltase-glucoamylase	MGA	alpha-glucosidase													
MGAT4C	MGAT4 family member C	HGNT-IV-H														
MGAT4D	MGAT4 family member D	GnT1IP	glycosyltransferase 54 domain containing 1	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase family, member D	GlcNAcT-I Inhibitory Protein											
MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	GNT-V	MGAT5A	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A												
MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	GnT-IX	FLJ25132	GnT-VB												
MGLL	monoglyceride lipase	HU-K5	MGL	MAGL	monoacylglycerol lipase											
MGST2	microsomal glutathione S-transferase 2	MGST-II														
MGST3	microsomal glutathione S-transferase 3	GST-III	microsomal glutathione S-transferase III	microsomal GST-3	microsomal GST-III											
MIA3	MIA SH3 domain ER export factor 3	UNQ6077	FLJ39207	KIAA0268	TANGO	TANGO1	C219 reactive peptide	transport and golgi organization								
MINPP1	multiple inositol-polyphosphate phosphatase 1	MIPP														
MIOX	myo-inositol oxygenase	ALDRL6	kidney-specific protein 32													
MIP	major intrinsic protein of lens fiber	MP26	LIM1	AQP0	aquaporin 0											
MLYCD	malonyl-CoA decarboxylase	MCD	hMCD													
MMAA	metabolism of cobalamin associated A	cblA														
MOGAT1	monoacylglycerol O-acyltransferase 1	DGAT2L1	DGAT2L	MGAT1												
MOGAT2	monoacylglycerol O-acyltransferase 2	MGAT2	DGAT2L5	FLJ22644												
MOXD1	monooxygenase DBH like 1	DKFZP564G202	MOX	dJ248E1.1												
MPC1	mitochondrial pyruvate carrier 1	BRP44L	dJ68L15.3	CGI-129	SLC54A1											
MPC2	mitochondrial pyruvate carrier 2	BRP44	DKFZP564B167	SLC54A2												
MPI	mannose phosphate isomerase	mannose-6-phosphate isomerase														
MPO	myeloperoxidase															
MPST	mercaptopyruvate sulfurtransferase	MST	TST2	TUM1	human liver rhodanese	tRNA thiouridin modification protein 1										
MSMO1	methylsterol monooxygenase 1	SC4MOL	DESP4	ERG25												
MT-CO1	mitochondrially encoded cytochrome c oxidase I	MTCO1	COX1	COI												
MT-CO2	mitochondrially encoded cytochrome c oxidase II	MTCO2	COX2	CO2												
MT-CO3	mitochondrially encoded cytochrome c oxidase III	MTCO3	COX3	COIII	CO3											
MT-CYB	mitochondrially encoded cytochrome b	MTCYB	COB	CYTB	UQCR3											
MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	MTND1	ND1	NAD1	complex I ND1 subunit	NADH-ubiquinone oxidoreductase chain 1										
MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	MTND2	ND2	NAD2	complex I ND2 subunit	NADH-ubiquinone oxidoreductase chain 2										
MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	MTND3	ND3	NAD3	complex I ND3 subunit	NADH-ubiquinone oxidoreductase chain 3										
MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	MTND4	LHON	ND4	NAD4	complex I ND4 subunit	NADH-ubiquinone oxidoreductase chain 4									
MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	MTND4L	ND4L	NAD4L	complex I ND4L subunit	NADH-ubiquinone oxidoreductase chain 4L										
MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	MTND5	ND5	NAD5	complex I ND5 subunit	NADH-ubiquinone oxidoreductase chain 5										
MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	MTND6	NAD6	ND6	complex I ND6 subunit	NADH-ubiquinone oxidoreductase chain 6										
MTAP	methylthioadenosine phosphorylase	MSAP	c86fus	S-methyl-5'-thioadenosine phosphorylase												
MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	MTHFC	MTHFD													
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	FTHFSDC1	DKFZP586G1517	FLJ21145	10-formyl-THF synthetase	mitochondrial C1-tetrahydrofolate synthase	monofunctional C1-tetrahydrofolate synthase, mitochondrial									
MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase															
MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	MGC72244														
MTHFD2P1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1															
MTHFR	methylenetetrahydrofolate reductase															
MTHFS	methenyltetrahydrofolate synthetase	HsT19268	5,10-methenyltetrahydrofolate synthetase	5-formyltetrahydrofolate cyclo-ligase												
MTMR1	myotubularin related protein 1															
MTMR2	myotubularin related protein 2	CMT4B	KIAA1073	phosphatidylinositol-3-phosphatase	phosphoinositide-3-phosphatase											
MTMR3	myotubularin related protein 3	KIAA0371	ZFYVE10	FYVE-DSP1												
MTMR6	myotubularin related protein 6															
MTMR7	myotubularin related protein 7															
MTMR8	myotubularin related protein 8	FLJ20126														
MTMR14	myotubularin related protein 14	C3orf29	FLJ22405	FLJ90311	hJumpy	hEDTP	egg-derived tyrosine phosphatase homolog (Drosophila)									
MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	cblG	Methionine synthase													
MVD	mevalonate diphosphate decarboxylase	MPD	mevalonate pyrophosphate decarboxylase	diphosphomevalonate decarboxylase												
MVK	mevalonate kinase	LRBP	MK	LH receptor mRNA-binding protein	mevalonic aciduria											
MYO5B	myosin VB	KIAA1119														
NADK	NAD kinase	FLJ13052														
NADSYN1	NAD synthetase 1	FLJ10631														
NAGA	alpha-N-acetylgalactosaminidase	D22S674	alpha-galactosidase B													
NAGK	N-acetylglucosamine kinase	GNK														
NAGLU	N-acetyl-alpha-glucosaminidase	NAG	Sanfilippo disease IIIB													
NAGS	N-acetylglutamate synthase	AGAS	ARGA	NAT7												
NAMPT	nicotinamide phosphoribosyltransferase	PBEF1	PBEF	visfatin												
NANP	N-acetylneuraminic acid phosphatase	C20orf147	HDHD4	dJ694B14.3	MGC26833											
NANS	N-acetylneuraminate synthase	SAS	sialic acid synthase													
NAPRT	nicotinate phosphoribosyltransferase	NAPRT1	PP3856													
NDST1	N-deacetylase and N-sulfotransferase 1	HSST	NST1	[Heparan sulfate]-glucosamine N-sulfotransferase 1	N-Deacetylase-N-sulfotransferase 1	heparan sulfate/heparin GlcNAc N-deacetylase/GlcN N-sulfotransferase 1										
NDST2	N-deacetylase and N-sulfotransferase 2	NST2	HSST2													
NDST3	N-deacetylase and N-sulfotransferase 3	HSST3														
NDST4	N-deacetylase and N-sulfotransferase 4															
NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	MWFE	CI-MWFE	NADH:ubiquinone oxidoreductase (complex 1)	type I dehydrogenase	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1 (7.5kD, MWFE)	complex I MWFE subunit									
NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	B8	complex I B8 subunit													
NDUFA4	NDUFA4 mitochondrial complex associated	MLRQ	CI-9k	COXFA4	complex I 9kDa subunit	NADH-ubiquinone oxidoreductase MLRQ subunit	cytochrome c oxidase subunit FA4									
NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	B13	NUFM	CI-13KD-B	UQOR13	CI-13kB	complex I 13kDa subunit B	ubiquinone reductase	type I dehydrogenase	NADH-ubiquinone oxidoreductase 13 kDa-B subunit						
NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	B14	LYRM6	CI-B14	NADHB14	complex I B14 subunit										
NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	B14.5a	complex I B14.5a subunit													
NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	PGIV	MGC793	complex I PGIV subunit												
NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	NDUFS2L	SDR22E1	CI-39k	COQ11	short chain dehydrogenase/reductase family 22E, member 1	complex I 39kDa subunit									
NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	CI-42k	complex I 42kDa subunit													
NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	B14.7	complex I B14.7 subunit													
NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	DAP13	B17.2	complex I B17.2 subunit												
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	CGI-39	CDA016	GRIM-19	GRIM19	B16.6	complex I B16.6 subunit									
NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	SDAP	FASN2A	ACP	ACP1	acyl carrier protein, mitochondrial	complex I SDAP subunit									
NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	MNLL	CI-MNLL	complex I MNLL subunit												
NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	AGGG	CI-AGGG	NADH-ubiquinone oxidoreductase AGGG subunit	complex I AGGG subunit											
NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	B12	complex I B12 subunit													
NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	B15	complex I B15 subunit													
NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	SGDH	CI-SGDH	MGC12314	complex I SGDH subunit											
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	B17	CI	NADH-ubiquinone oxidoreductase beta subunit, 6	NADH-ubiquinone oxidoreductase B17 subunit	complex I, mitochondrial respiratory chain, B17 subunit										
NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	B18	CI-B18	MGC2480	NADH-ubiquinone oxidoreductase B18 subunit	complex I B18 subunit										
NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	ASHI	CI-ASHI	complex I ASHI subunit												
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	B22	UQOR22	LYRM3	complex I B22 subunit											
NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	PDSW	complex I PDSW subunit													
NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	ESSS	NP17.3	Np15	complex I NP17.3 subunit											
NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	KFYI	complex I KFYI subunit													
NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	B14.5b	HLC-1	human lung cancer oncogene 1	complex I subunit B14.5b											
NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	CI-75k	complex I 75kDa subunit	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial												
NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	CI-49	complex I 49kDa subunit	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial												
NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	CI-30	complex I 30kDa subunit	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial												
NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	AQDQ	CI-18	complex I 18kDa subunit												
NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	CI-15k	complex I 51kDa subunit	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5												
NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	CI-13kA	complex I 13kDa subunit A	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial												
NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	PSST	FLJ46880	FLJ45860	CI-20	complex I 20kDa subunit	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial									
NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	TYKY	CI-23k	complex I 23kDa subunit	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial											
NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	CI-51K	complex I 51kDa subunit	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial												
NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	CI-24k	complex I 24kDa subunit	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial												
NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	CI-10k	complex I 10kDa subunit													
NEU1	neuraminidase 1	NEU														
NEU2	neuraminidase 2	SIAL2	N-acetyl-alpha-neuraminidase 2													
NEU3	neuraminidase 3															
NEU4	neuraminidase 4															
NIT2	nitrilase family member 2	omega-amidase NIT2														
NME1	NME/NM23 nucleoside diphosphate kinase 1	NM23	NM23-H1	NDPKA												
NME2	NME/NM23 nucleoside diphosphate kinase 2	NM23-H2	NDPKB													
NME3	NME/NM23 nucleoside diphosphate kinase 3	DR-nm23	NM23-H3	NDPKC												
NME4	NME/NM23 nucleoside diphosphate kinase 4	nm23-H4	NM23H4	NDPKD												
NME6	NME/NM23 nucleoside diphosphate kinase 6	NM23-H6	IPIA-ALPHA													
NME7	NME/NM23 family member 7	FLJ37194	NM23-H7	CFAP67	cilia and flagella associated protein 67											
NMNAT1	nicotinamide nucleotide adenylyltransferase 1	LCA9	NMNAT	PNAT1												
NMNAT2	nicotinamide nucleotide adenylyltransferase 2	C1orf15	KIAA0479	PNAT2												
NMNAT3	nicotinamide nucleotide adenylyltransferase 3	PNAT3														
NMRK1	nicotinamide riboside kinase 1	C9orf95	FLJ20559	NRK1	bA235O14.2	ribosylnicotinamide kinase										
NNMT	nicotinamide N-methyltransferase															
NNT	nicotinamide nucleotide transhydrogenase															
NOL9	nucleolar protein 9	FLJ23323	NET6	Grc3	polynucleotide 5'-kinase											
NOS1	nitric oxide synthase 1	NOS	nNOS													
NOS2	nitric oxide synthase 2	NOS2A	iNOS	NOS	HEP-NOS											
NOS3	nitric oxide synthase 3	ECNOS	eNOS	endothelial nitric oxide synthase												
NPC1	NPC intracellular cholesterol transporter 1	SLC65A1														
NPC1L1	NPC1 like intracellular cholesterol transporter 1	SLC65A2														
NPR1	natriuretic peptide receptor 1	ANPRA	NPRA	GUCY2A	ANPa	guanylate cyclase A										
NPR2	natriuretic peptide receptor 2	ANPRB	NPRB	AMDM	GUCY2B	ANPb	guanylate cyclase 2B									
NQO1	NAD(P)H quinone dehydrogenase 1	NMOR1	DIA4	DHQU	QR1	DTD										
NSD1	nuclear receptor binding SET domain protein 1	STO	ARA267	FLJ22263	KMT3B											
NSDHL	NAD(P) dependent steroid dehydrogenase-like	XAP104	H105e3	SDR31E1	short chain dehydrogenase/reductase family 31E, member 1											
NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	SKD2	SEC18	N-ethylmaleimide-sensitive factor-like protein												
NT5C	5', 3'-nucleotidase, cytosolic	UMPH2	DNT1	DNT-1	PN-I	cdN	dNT-1									
NT5C1A	5'-nucleotidase, cytosolic IA	CN-I	CN-IA	CN1A	CN1	MGC119199	MGC119201	cytosolic 5' nucleotidase, type 1A	AMP-specific 5'-NT	cytosolic 5'-nucleotidase IA						
NT5C1B	5'-nucleotidase, cytosolic IB	AIRP	CN-IB													
NT5C1B-RDH14	NT5C1B-RDH14 readthrough															
NT5C2	5'-nucleotidase, cytosolic II	NT5B	SPG45	PNT5	GMP	cN-II	SPG65	purine 5' nucleotidase								
NT5C3A	5'-nucleotidase, cytosolic IIIA	NT5C3	UMPH1	PSN1	PN-I	UMPH	P5'N-1	cN-III	p36	POMP	hUMP1	lupin				
NT5DC3	5'-nucleotidase domain containing 3	TU12B1-TY	FLJ11266													
NT5E	5'-nucleotidase ecto	NT5	CD73	eN	eNT	CALJA										
NT5M	5',3'-nucleotidase, mitochondrial	dNT-2	dNT2	mdN												
NUDT5	nudix hydrolase 5	hYSAH1	YSA1H													
NUDT12	nudix hydrolase 12	DKFZP761I172	nucleoside diphosphate linked moiety X-type motif 12													
OAT	ornithine aminotransferase	HOGA	Ornithine aminotransferase	ornithine aminotransferase precursor	gyrate atrophy											
OCRL	OCRL inositol polyphosphate-5-phosphatase	OCRL1	Dent-2	Dent disease 2												
ODC1	ornithine decarboxylase 1	ODC														
OGDH	oxoglutarate dehydrogenase	E1k	OGDC-E1	OGDH2	KGD1											
